chr	pos	sample	meth_prop	cov
chr7	3125774	nsc_2_mat	NA	0
chr7	3125774	nsc_2_pat	NA	0
chr7	3125774	nsc_3_mat	NA	0
chr7	3125774	nsc_3_pat	NA	0
chr7	3125780	nsc_1_mat	NA	0
chr7	3125780	nsc_1_pat	NA	0
chr7	3125780	nsc_2_mat	NA	0
chr7	3125780	nsc_2_pat	NA	0
chr7	3125780	nsc_3_mat	1	1
chr7	3125780	nsc_3_pat	NA	0
chr7	3125788	nsc_1_mat	NA	0
chr7	3125788	nsc_1_pat	NA	0
chr7	3125788	nsc_2_mat	NA	0
chr7	3125788	nsc_2_pat	1	2
chr7	3125788	nsc_3_mat	NA	0
chr7	3125788	nsc_3_pat	1	1
chr7	3125805	nsc_1_mat	NA	0
chr7	3125805	nsc_1_pat	NA	0
chr7	3125805	nsc_2_mat	NA	0
chr7	3125805	nsc_2_pat	NA	0
chr7	3125805	nsc_3_mat	1	1
chr7	3125805	nsc_3_pat	NA	0
chr7	3125830	nsc_1_mat	NA	0
chr7	3125830	nsc_1_pat	NA	0
chr7	3125830	nsc_2_mat	NA	0
chr7	3125830	nsc_2_pat	NA	0
chr7	3125830	nsc_3_mat	0	1
chr7	3125830	nsc_3_pat	NA	0
chr7	3125861	nsc_1_mat	NA	0
chr7	3125861	nsc_1_pat	NA	0
chr7	3125861	nsc_2_mat	NA	0
chr7	3125861	nsc_2_pat	NA	0
chr7	3125861	nsc_3_mat	NA	0
chr7	3125861	nsc_3_pat	1	1
chr7	3125876	nsc_1_mat	NA	0
chr7	3125876	nsc_1_pat	NA	0
chr7	3125876	nsc_2_mat	NA	0
chr7	3125876	nsc_2_pat	NA	0
chr7	3125876	nsc_3_mat	1	1
chr7	3125876	nsc_3_pat	NA	0
chr7	3125879	nsc_1_mat	NA	0
chr7	3125879	nsc_1_pat	NA	0
chr7	3125879	nsc_2_mat	NA	0
chr7	3125879	nsc_2_pat	NA	0
chr7	3125879	nsc_3_mat	1	1
chr7	3125879	nsc_3_pat	NA	0
chr7	3125901	nsc_1_mat	NA	0
chr7	3125901	nsc_1_pat	NA	0
chr7	3125901	nsc_2_mat	NA	0
chr7	3125901	nsc_2_pat	NA	0
chr7	3125901	nsc_3_mat	1	1
chr7	3125901	nsc_3_pat	NA	0
chr7	3125907	nsc_1_mat	NA	0
chr7	3125907	nsc_1_pat	NA	0
chr7	3125907	nsc_2_mat	NA	0
chr7	3125907	nsc_2_pat	NA	0
chr7	3125907	nsc_3_mat	1	1
chr7	3125907	nsc_3_pat	NA	0
chr7	3126029	nsc_1_mat	0	2
chr7	3126029	nsc_1_pat	NA	0
chr7	3126029	nsc_2_mat	1	1
chr7	3126029	nsc_2_pat	1	2
chr7	3126029	nsc_3_mat	0.8	5
chr7	3126029	nsc_3_pat	1	1
chr7	3126058	nsc_1_mat	NA	0
chr7	3126058	nsc_1_pat	NA	0
chr7	3126058	nsc_2_mat	NA	0
chr7	3126058	nsc_2_pat	1	1
chr7	3126058	nsc_3_mat	NA	0
chr7	3126058	nsc_3_pat	NA	0
chr7	3126119	nsc_1_mat	0	2
chr7	3126119	nsc_1_pat	NA	0
chr7	3126119	nsc_2_mat	1	1
chr7	3126119	nsc_2_pat	0.5	2
chr7	3126119	nsc_3_mat	0.5	2
chr7	3126119	nsc_3_pat	NA	0
chr7	3126149	nsc_1_mat	NA	0
chr7	3126149	nsc_1_pat	NA	0
chr7	3126149	nsc_2_mat	NA	0
chr7	3126149	nsc_2_pat	NA	0
chr7	3126149	nsc_3_mat	NA	0
chr7	3126149	nsc_3_pat	1	1
chr7	3126238	nsc_1_mat	NA	0
chr7	3126238	nsc_1_pat	NA	0
chr7	3126238	nsc_2_mat	NA	0
chr7	3126238	nsc_2_pat	NA	0
chr7	3126238	nsc_3_mat	NA	0
chr7	3126238	nsc_3_pat	0	1
chr7	3126279	nsc_1_mat	NA	0
chr7	3126279	nsc_1_pat	NA	0
chr7	3126279	nsc_2_mat	NA	0
chr7	3126279	nsc_2_pat	NA	0
chr7	3126279	nsc_3_mat	NA	0
chr7	3126279	nsc_3_pat	1	1
chr7	3126315	nsc_1_mat	NA	0
chr7	3126315	nsc_1_pat	NA	0
chr7	3126315	nsc_2_mat	NA	0
chr7	3126315	nsc_2_pat	NA	0
chr7	3126315	nsc_3_mat	NA	0
chr7	3126315	nsc_3_pat	0	1
chr7	3126420	nsc_1_mat	NA	0
chr7	3126420	nsc_1_pat	NA	0
chr7	3126420	nsc_2_mat	NA	0
chr7	3126420	nsc_2_pat	1	2
chr7	3126420	nsc_3_mat	NA	0
chr7	3126420	nsc_3_pat	NA	0
chr7	3126421	nsc_1_mat	NA	0
chr7	3126421	nsc_1_pat	NA	0
chr7	3126421	nsc_2_mat	NA	0
chr7	3126421	nsc_2_pat	NA	0
chr7	3126421	nsc_3_mat	NA	0
chr7	3126421	nsc_3_pat	1	1
chr7	3126433	nsc_1_mat	NA	0
chr7	3126433	nsc_1_pat	NA	0
chr7	3126433	nsc_2_mat	NA	0
chr7	3126433	nsc_2_pat	NA	0
chr7	3126433	nsc_3_mat	NA	0
chr7	3126433	nsc_3_pat	1	1
chr7	3126513	nsc_1_mat	NA	0
chr7	3126513	nsc_1_pat	NA	0
chr7	3126513	nsc_2_mat	NA	0
chr7	3126513	nsc_2_pat	NA	0
chr7	3126513	nsc_3_mat	1	1
chr7	3126513	nsc_3_pat	NA	0
chr7	3126548	nsc_1_mat	NA	0
chr7	3126548	nsc_1_pat	NA	0
chr7	3126548	nsc_2_mat	NA	0
chr7	3126548	nsc_2_pat	NA	0
chr7	3126548	nsc_3_mat	1	1
chr7	3126548	nsc_3_pat	NA	0
chr7	3126582	nsc_1_mat	0.5	2
chr7	3126582	nsc_1_pat	NA	0
chr7	3126582	nsc_2_mat	0	1
chr7	3126582	nsc_2_pat	NA	0
chr7	3126582	nsc_3_mat	0.8	5
chr7	3126582	nsc_3_pat	NA	0
chr7	3126635	nsc_1_mat	1	2
chr7	3126635	nsc_1_pat	NA	0
chr7	3126635	nsc_2_mat	1	1
chr7	3126635	nsc_2_pat	1	2
chr7	3126635	nsc_3_mat	1	6
chr7	3126635	nsc_3_pat	NA	0
chr7	3126649	nsc_1_mat	1	2
chr7	3126649	nsc_1_pat	NA	0
chr7	3126649	nsc_2_mat	NA	0
chr7	3126649	nsc_2_pat	1	2
chr7	3126649	nsc_3_mat	1	5
chr7	3126649	nsc_3_pat	NA	0
chr7	3126650	nsc_1_mat	NA	0
chr7	3126650	nsc_1_pat	NA	0
chr7	3126650	nsc_2_mat	NA	0
chr7	3126650	nsc_2_pat	NA	0
chr7	3126650	nsc_3_mat	1	1
chr7	3126650	nsc_3_pat	NA	0
chr7	3126783	nsc_1_mat	NA	0
chr7	3126783	nsc_1_pat	NA	0
chr7	3126783	nsc_2_mat	NA	0
chr7	3126783	nsc_2_pat	NA	0
chr7	3126783	nsc_3_mat	0	1
chr7	3126783	nsc_3_pat	NA	0
chr7	3126908	nsc_1_mat	NA	0
chr7	3126908	nsc_1_pat	NA	0
chr7	3126908	nsc_2_mat	NA	0
chr7	3126908	nsc_2_pat	NA	0
chr7	3126908	nsc_3_mat	1	1
chr7	3126908	nsc_3_pat	NA	0
chr7	3127007	nsc_1_mat	NA	0
chr7	3127007	nsc_1_pat	NA	0
chr7	3127007	nsc_2_mat	NA	0
chr7	3127007	nsc_2_pat	NA	0
chr7	3127007	nsc_3_mat	NA	0
chr7	3127007	nsc_3_pat	1	1
chr7	3127173	nsc_1_mat	0	1
chr7	3127173	nsc_1_pat	NA	0
chr7	3127173	nsc_2_mat	1	1
chr7	3127173	nsc_2_pat	1	2
chr7	3127173	nsc_3_mat	0.8	5
chr7	3127173	nsc_3_pat	1	1
chr7	3127180	nsc_1_mat	1	1
chr7	3127180	nsc_1_pat	NA	0
chr7	3127180	nsc_2_mat	1	1
chr7	3127180	nsc_2_pat	1	2
chr7	3127180	nsc_3_mat	1	5
chr7	3127180	nsc_3_pat	0	1
chr7	3127209	nsc_1_mat	0.5	2
chr7	3127209	nsc_1_pat	NA	0
chr7	3127209	nsc_2_mat	1	1
chr7	3127209	nsc_2_pat	NA	0
chr7	3127209	nsc_3_mat	1	5
chr7	3127209	nsc_3_pat	NA	0
chr7	3127309	nsc_1_mat	NA	0
chr7	3127309	nsc_1_pat	NA	0
chr7	3127309	nsc_2_mat	1	1
chr7	3127309	nsc_2_pat	NA	0
chr7	3127309	nsc_3_mat	NA	0
chr7	3127309	nsc_3_pat	NA	0
chr7	3127310	nsc_1_mat	1	2
chr7	3127310	nsc_1_pat	NA	0
chr7	3127310	nsc_2_mat	NA	0
chr7	3127310	nsc_2_pat	NA	0
chr7	3127310	nsc_3_mat	1	3
chr7	3127310	nsc_3_pat	NA	0
chr7	3127311	nsc_1_mat	NA	0
chr7	3127311	nsc_1_pat	NA	0
chr7	3127311	nsc_2_mat	NA	0
chr7	3127311	nsc_2_pat	NA	0
chr7	3127311	nsc_3_mat	0	1
chr7	3127311	nsc_3_pat	NA	0
chr7	3127325	nsc_1_mat	1	1
chr7	3127325	nsc_1_pat	NA	0
chr7	3127325	nsc_2_mat	1	1
chr7	3127325	nsc_2_pat	0	2
chr7	3127325	nsc_3_mat	0.6	5
chr7	3127325	nsc_3_pat	1	1
chr7	3127354	nsc_1_mat	1	1
chr7	3127354	nsc_1_pat	NA	0
chr7	3127354	nsc_2_mat	1	1
chr7	3127354	nsc_2_pat	0.5	2
chr7	3127354	nsc_3_mat	1	5
chr7	3127354	nsc_3_pat	1	1
chr7	3127369	nsc_1_mat	NA	0
chr7	3127369	nsc_1_pat	NA	0
chr7	3127369	nsc_2_mat	NA	0
chr7	3127369	nsc_2_pat	NA	0
chr7	3127369	nsc_3_mat	NA	0
chr7	3127369	nsc_3_pat	0	1
chr7	3127372	nsc_1_mat	1	1
chr7	3127372	nsc_1_pat	NA	0
chr7	3127372	nsc_2_mat	NA	0
chr7	3127372	nsc_2_pat	NA	0
chr7	3127372	nsc_3_mat	NA	0
chr7	3127372	nsc_3_pat	NA	0
chr7	3127395	nsc_1_mat	0	1
chr7	3127395	nsc_1_pat	NA	0
chr7	3127395	nsc_2_mat	NA	0
chr7	3127395	nsc_2_pat	NA	0
chr7	3127395	nsc_3_mat	NA	0
chr7	3127395	nsc_3_pat	NA	0
chr7	3127462	nsc_1_mat	0.5	2
chr7	3127462	nsc_1_pat	NA	0
chr7	3127462	nsc_2_mat	0	1
chr7	3127462	nsc_2_pat	NA	0
chr7	3127462	nsc_3_mat	0.8333333333333334	6
chr7	3127462	nsc_3_pat	NA	0
chr7	3127511	nsc_1_mat	NA	0
chr7	3127511	nsc_1_pat	NA	0
chr7	3127511	nsc_2_mat	NA	0
chr7	3127511	nsc_2_pat	NA	0
chr7	3127511	nsc_3_mat	0	1
chr7	3127511	nsc_3_pat	NA	0
chr7	3127546	nsc_1_mat	1	1
chr7	3127546	nsc_1_pat	NA	0
chr7	3127546	nsc_2_mat	1	1
chr7	3127546	nsc_2_pat	1	2
chr7	3127546	nsc_3_mat	0.5	6
chr7	3127546	nsc_3_pat	NA	0
chr7	3127547	nsc_1_mat	1	1
chr7	3127547	nsc_1_pat	NA	0
chr7	3127547	nsc_2_mat	NA	0
chr7	3127547	nsc_2_pat	NA	0
chr7	3127547	nsc_3_mat	NA	0
chr7	3127547	nsc_3_pat	NA	0
chr7	3127571	nsc_1_mat	0	1
chr7	3127571	nsc_1_pat	NA	0
chr7	3127571	nsc_2_mat	1	1
chr7	3127571	nsc_2_pat	1	2
chr7	3127571	nsc_3_mat	0.5	4
chr7	3127571	nsc_3_pat	0	1
chr7	3127620	nsc_1_mat	NA	0
chr7	3127620	nsc_1_pat	NA	0
chr7	3127620	nsc_2_mat	NA	0
chr7	3127620	nsc_2_pat	NA	0
chr7	3127620	nsc_3_mat	1	1
chr7	3127620	nsc_3_pat	NA	0
chr7	3127650	nsc_1_mat	0	2
chr7	3127650	nsc_1_pat	NA	0
chr7	3127650	nsc_2_mat	NA	0
chr7	3127650	nsc_2_pat	1	2
chr7	3127650	nsc_3_mat	0.75	4
chr7	3127650	nsc_3_pat	0	1
chr7	3127712	nsc_1_mat	0	2
chr7	3127712	nsc_1_pat	NA	0
chr7	3127712	nsc_2_mat	1	1
chr7	3127712	nsc_2_pat	NA	0
chr7	3127712	nsc_3_mat	1	4
chr7	3127712	nsc_3_pat	NA	0
chr7	3127795	nsc_1_mat	0	1
chr7	3127795	nsc_1_pat	NA	0
chr7	3127795	nsc_2_mat	1	1
chr7	3127795	nsc_2_pat	0.5	2
chr7	3127795	nsc_3_mat	0.2	5
chr7	3127795	nsc_3_pat	NA	0
chr7	3127796	nsc_1_mat	NA	0
chr7	3127796	nsc_1_pat	NA	0
chr7	3127796	nsc_2_mat	NA	0
chr7	3127796	nsc_2_pat	NA	0
chr7	3127796	nsc_3_mat	1	1
chr7	3127796	nsc_3_pat	NA	0
chr7	3127819	nsc_1_mat	NA	0
chr7	3127819	nsc_1_pat	NA	0
chr7	3127819	nsc_2_mat	NA	0
chr7	3127819	nsc_2_pat	1	2
chr7	3127819	nsc_3_mat	NA	0
chr7	3127819	nsc_3_pat	0	1
chr7	3127928	nsc_1_mat	NA	0
chr7	3127928	nsc_1_pat	NA	0
chr7	3127928	nsc_2_mat	NA	0
chr7	3127928	nsc_2_pat	NA	0
chr7	3127928	nsc_3_mat	NA	0
chr7	3127928	nsc_3_pat	0	1
chr7	3128023	nsc_1_mat	NA	0
chr7	3128023	nsc_1_pat	NA	0
chr7	3128023	nsc_2_mat	NA	0
chr7	3128023	nsc_2_pat	1	2
chr7	3128023	nsc_3_mat	NA	0
chr7	3128023	nsc_3_pat	1	1
chr7	3128074	nsc_1_mat	NA	0
chr7	3128074	nsc_1_pat	NA	0
chr7	3128074	nsc_2_mat	NA	0
chr7	3128074	nsc_2_pat	NA	0
chr7	3128074	nsc_3_mat	1	1
chr7	3128074	nsc_3_pat	NA	0
chr7	3128083	nsc_1_mat	NA	0
chr7	3128083	nsc_1_pat	NA	0
chr7	3128083	nsc_2_mat	NA	0
chr7	3128083	nsc_2_pat	NA	0
chr7	3128083	nsc_3_mat	1	1
chr7	3128083	nsc_3_pat	NA	0
chr7	3128089	nsc_1_mat	NA	0
chr7	3128089	nsc_1_pat	NA	0
chr7	3128089	nsc_2_mat	NA	0
chr7	3128089	nsc_2_pat	NA	0
chr7	3128089	nsc_3_mat	1	1
chr7	3128089	nsc_3_pat	NA	0
chr7	3128112	nsc_1_mat	NA	0
chr7	3128112	nsc_1_pat	NA	0
chr7	3128112	nsc_2_mat	NA	0
chr7	3128112	nsc_2_pat	NA	0
chr7	3128112	nsc_3_mat	1	1
chr7	3128112	nsc_3_pat	NA	0
chr7	3128122	nsc_1_mat	NA	0
chr7	3128122	nsc_1_pat	NA	0
chr7	3128122	nsc_2_mat	NA	0
chr7	3128122	nsc_2_pat	NA	0
chr7	3128122	nsc_3_mat	1	1
chr7	3128122	nsc_3_pat	NA	0
chr7	3128143	nsc_1_mat	NA	0
chr7	3128143	nsc_1_pat	NA	0
chr7	3128143	nsc_2_mat	NA	0
chr7	3128143	nsc_2_pat	NA	0
chr7	3128143	nsc_3_mat	NA	0
chr7	3128143	nsc_3_pat	0	1
chr7	3128189	nsc_1_mat	NA	0
chr7	3128189	nsc_1_pat	NA	0
chr7	3128189	nsc_2_mat	NA	0
chr7	3128189	nsc_2_pat	NA	0
chr7	3128189	nsc_3_mat	0	2
chr7	3128189	nsc_3_pat	NA	0
chr7	3128217	nsc_1_mat	NA	0
chr7	3128217	nsc_1_pat	NA	0
chr7	3128217	nsc_2_mat	NA	0
chr7	3128217	nsc_2_pat	NA	0
chr7	3128217	nsc_3_mat	1	1
chr7	3128217	nsc_3_pat	NA	0
chr7	3128225	nsc_1_mat	1	1
chr7	3128225	nsc_1_pat	NA	0
chr7	3128225	nsc_2_mat	NA	0
chr7	3128225	nsc_2_pat	0.5	2
chr7	3128225	nsc_3_mat	0.2	5
chr7	3128225	nsc_3_pat	NA	0
chr7	3128271	nsc_1_mat	NA	0
chr7	3128271	nsc_1_pat	NA	0
chr7	3128271	nsc_2_mat	NA	0
chr7	3128271	nsc_2_pat	NA	0
chr7	3128271	nsc_3_mat	1	1
chr7	3128271	nsc_3_pat	NA	0
chr7	3128321	nsc_1_mat	0	1
chr7	3128321	nsc_1_pat	NA	0
chr7	3128321	nsc_2_mat	1	1
chr7	3128321	nsc_2_pat	0	2
chr7	3128321	nsc_3_mat	0.5	6
chr7	3128321	nsc_3_pat	0	1
chr7	3128336	nsc_1_mat	NA	0
chr7	3128336	nsc_1_pat	NA	0
chr7	3128336	nsc_2_mat	NA	0
chr7	3128336	nsc_2_pat	NA	0
chr7	3128336	nsc_3_mat	1	1
chr7	3128336	nsc_3_pat	NA	0
chr7	3128343	nsc_1_mat	NA	0
chr7	3128343	nsc_1_pat	NA	0
chr7	3128343	nsc_2_mat	NA	0
chr7	3128343	nsc_2_pat	NA	0
chr7	3128343	nsc_3_mat	1	1
chr7	3128343	nsc_3_pat	NA	0
chr7	3128444	nsc_1_mat	1	1
chr7	3128444	nsc_1_pat	NA	0
chr7	3128444	nsc_2_mat	NA	0
chr7	3128444	nsc_2_pat	NA	0
chr7	3128444	nsc_3_mat	NA	0
chr7	3128444	nsc_3_pat	NA	0
chr7	3128514	nsc_1_mat	NA	0
chr7	3128514	nsc_1_pat	NA	0
chr7	3128514	nsc_2_mat	NA	0
chr7	3128514	nsc_2_pat	NA	0
chr7	3128514	nsc_3_mat	0	1
chr7	3128514	nsc_3_pat	NA	0
chr7	3128545	nsc_1_mat	NA	0
chr7	3128545	nsc_1_pat	NA	0
chr7	3128545	nsc_2_mat	NA	0
chr7	3128545	nsc_2_pat	NA	0
chr7	3128545	nsc_3_mat	NA	0
chr7	3128545	nsc_3_pat	1	1
chr7	3128573	nsc_1_mat	NA	0
chr7	3128573	nsc_1_pat	NA	0
chr7	3128573	nsc_2_mat	NA	0
chr7	3128573	nsc_2_pat	NA	0
chr7	3128573	nsc_3_mat	1	1
chr7	3128573	nsc_3_pat	NA	0
chr7	3128605	nsc_1_mat	1	1
chr7	3128605	nsc_1_pat	NA	0
chr7	3128605	nsc_2_mat	NA	0
chr7	3128605	nsc_2_pat	NA	0
chr7	3128605	nsc_3_mat	NA	0
chr7	3128605	nsc_3_pat	NA	0
chr7	3128657	nsc_1_mat	NA	0
chr7	3128657	nsc_1_pat	NA	0
chr7	3128657	nsc_2_mat	NA	0
chr7	3128657	nsc_2_pat	NA	0
chr7	3128657	nsc_3_mat	0	1
chr7	3128657	nsc_3_pat	NA	0
chr7	3128717	nsc_1_mat	1	1
chr7	3128717	nsc_1_pat	NA	0
chr7	3128717	nsc_2_mat	NA	0
chr7	3128717	nsc_2_pat	NA	0
chr7	3128717	nsc_3_mat	NA	0
chr7	3128717	nsc_3_pat	NA	0
chr7	3128869	nsc_1_mat	0	1
chr7	3128869	nsc_1_pat	NA	0
chr7	3128869	nsc_2_mat	NA	0
chr7	3128869	nsc_2_pat	NA	0
chr7	3128869	nsc_3_mat	NA	0
chr7	3128869	nsc_3_pat	NA	0
chr7	3128931	nsc_1_mat	NA	0
chr7	3128931	nsc_1_pat	NA	0
chr7	3128931	nsc_2_mat	NA	0
chr7	3128931	nsc_2_pat	NA	0
chr7	3128931	nsc_3_mat	1	1
chr7	3128931	nsc_3_pat	NA	0
chr7	3128997	nsc_1_mat	NA	0
chr7	3128997	nsc_1_pat	NA	0
chr7	3128997	nsc_2_mat	NA	0
chr7	3128997	nsc_2_pat	NA	0
chr7	3128997	nsc_3_mat	1	1
chr7	3128997	nsc_3_pat	NA	0
chr7	3129013	nsc_1_mat	1	1
chr7	3129013	nsc_1_pat	NA	0
chr7	3129013	nsc_2_mat	NA	0
chr7	3129013	nsc_2_pat	NA	0
chr7	3129013	nsc_3_mat	NA	0
chr7	3129013	nsc_3_pat	NA	0
chr7	3129037	nsc_1_mat	NA	0
chr7	3129037	nsc_1_pat	NA	0
chr7	3129037	nsc_2_mat	NA	0
chr7	3129037	nsc_2_pat	NA	0
chr7	3129037	nsc_3_mat	1	1
chr7	3129037	nsc_3_pat	NA	0
chr7	3129122	nsc_1_mat	NA	0
chr7	3129122	nsc_1_pat	NA	0
chr7	3129122	nsc_2_mat	NA	0
chr7	3129122	nsc_2_pat	NA	0
chr7	3129122	nsc_3_mat	1	1
chr7	3129122	nsc_3_pat	NA	0
chr7	3129129	nsc_1_mat	NA	0
chr7	3129129	nsc_1_pat	NA	0
chr7	3129129	nsc_2_mat	NA	0
chr7	3129129	nsc_2_pat	1	2
chr7	3129129	nsc_3_mat	NA	0
chr7	3129129	nsc_3_pat	NA	0
chr7	3129160	nsc_1_mat	0.5	2
chr7	3129160	nsc_1_pat	NA	0
chr7	3129160	nsc_2_mat	1	1
chr7	3129160	nsc_2_pat	1	2
chr7	3129160	nsc_3_mat	0.7142857142857143	7
chr7	3129160	nsc_3_pat	0	1
chr7	3129162	nsc_1_mat	NA	0
chr7	3129162	nsc_1_pat	NA	0
chr7	3129162	nsc_2_mat	NA	0
chr7	3129162	nsc_2_pat	0	1
chr7	3129162	nsc_3_mat	NA	0
chr7	3129162	nsc_3_pat	NA	0
chr7	3129214	nsc_1_mat	NA	0
chr7	3129214	nsc_1_pat	NA	0
chr7	3129214	nsc_2_mat	NA	0
chr7	3129214	nsc_2_pat	NA	0
chr7	3129214	nsc_3_mat	1	1
chr7	3129214	nsc_3_pat	NA	0
chr7	3129216	nsc_1_mat	0	1
chr7	3129216	nsc_1_pat	NA	0
chr7	3129216	nsc_2_mat	NA	0
chr7	3129216	nsc_2_pat	NA	0
chr7	3129216	nsc_3_mat	NA	0
chr7	3129216	nsc_3_pat	NA	0
chr7	3129255	nsc_1_mat	NA	0
chr7	3129255	nsc_1_pat	NA	0
chr7	3129255	nsc_2_mat	NA	0
chr7	3129255	nsc_2_pat	1	1
chr7	3129255	nsc_3_mat	NA	0
chr7	3129255	nsc_3_pat	NA	0
chr7	3129273	nsc_1_mat	NA	0
chr7	3129273	nsc_1_pat	NA	0
chr7	3129273	nsc_2_mat	NA	0
chr7	3129273	nsc_2_pat	NA	0
chr7	3129273	nsc_3_mat	1	1
chr7	3129273	nsc_3_pat	NA	0
chr7	3129297	nsc_1_mat	NA	0
chr7	3129297	nsc_1_pat	NA	0
chr7	3129297	nsc_2_mat	NA	0
chr7	3129297	nsc_2_pat	NA	0
chr7	3129297	nsc_3_mat	1	1
chr7	3129297	nsc_3_pat	NA	0
chr7	3129311	nsc_1_mat	NA	0
chr7	3129311	nsc_1_pat	NA	0
chr7	3129311	nsc_2_mat	NA	0
chr7	3129311	nsc_2_pat	NA	0
chr7	3129311	nsc_3_mat	0	1
chr7	3129311	nsc_3_pat	NA	0
chr7	3129340	nsc_1_mat	1	1
chr7	3129340	nsc_1_pat	NA	0
chr7	3129340	nsc_2_mat	0	1
chr7	3129340	nsc_2_pat	0.5	2
chr7	3129340	nsc_3_mat	0.6666666666666666	3
chr7	3129340	nsc_3_pat	1	1
chr7	3129342	nsc_1_mat	0	1
chr7	3129342	nsc_1_pat	NA	0
chr7	3129342	nsc_2_mat	NA	0
chr7	3129342	nsc_2_pat	NA	0
chr7	3129342	nsc_3_mat	NA	0
chr7	3129342	nsc_3_pat	NA	0
chr7	3129363	nsc_1_mat	NA	0
chr7	3129363	nsc_1_pat	NA	0
chr7	3129363	nsc_2_mat	NA	0
chr7	3129363	nsc_2_pat	NA	0
chr7	3129363	nsc_3_mat	1	1
chr7	3129363	nsc_3_pat	NA	0
chr7	3129460	nsc_1_mat	NA	0
chr7	3129460	nsc_1_pat	NA	0
chr7	3129460	nsc_2_mat	NA	0
chr7	3129460	nsc_2_pat	NA	0
chr7	3129460	nsc_3_mat	1	1
chr7	3129460	nsc_3_pat	NA	0
chr7	3129465	nsc_1_mat	NA	0
chr7	3129465	nsc_1_pat	NA	0
chr7	3129465	nsc_2_mat	NA	0
chr7	3129465	nsc_2_pat	NA	0
chr7	3129465	nsc_3_mat	1	1
chr7	3129465	nsc_3_pat	NA	0
chr7	3129469	nsc_1_mat	1	2
chr7	3129469	nsc_1_pat	NA	0
chr7	3129469	nsc_2_mat	1	1
chr7	3129469	nsc_2_pat	NA	0
chr7	3129469	nsc_3_mat	1	4
chr7	3129469	nsc_3_pat	NA	0
chr7	3129549	nsc_1_mat	NA	0
chr7	3129549	nsc_1_pat	NA	0
chr7	3129549	nsc_2_mat	NA	0
chr7	3129549	nsc_2_pat	NA	0
chr7	3129549	nsc_3_mat	1	1
chr7	3129549	nsc_3_pat	NA	0
chr7	3129565	nsc_1_mat	1	1
chr7	3129565	nsc_1_pat	NA	0
chr7	3129565	nsc_2_mat	NA	0
chr7	3129565	nsc_2_pat	NA	0
chr7	3129565	nsc_3_mat	NA	0
chr7	3129565	nsc_3_pat	NA	0
chr7	3129644	nsc_1_mat	0.5	2
chr7	3129644	nsc_1_pat	NA	0
chr7	3129644	nsc_2_mat	0	1
chr7	3129644	nsc_2_pat	0	2
chr7	3129644	nsc_3_mat	0.25	4
chr7	3129644	nsc_3_pat	0	1
chr7	3129709	nsc_1_mat	NA	0
chr7	3129709	nsc_1_pat	NA	0
chr7	3129709	nsc_2_mat	NA	0
chr7	3129709	nsc_2_pat	1	2
chr7	3129709	nsc_3_mat	NA	0
chr7	3129709	nsc_3_pat	NA	0
chr7	3129723	nsc_1_mat	0	1
chr7	3129723	nsc_1_pat	NA	0
chr7	3129723	nsc_2_mat	1	1
chr7	3129723	nsc_2_pat	1	3
chr7	3129723	nsc_3_mat	1	5
chr7	3129723	nsc_3_pat	1	1
chr7	3129734	nsc_1_mat	NA	0
chr7	3129734	nsc_1_pat	NA	0
chr7	3129734	nsc_2_mat	NA	0
chr7	3129734	nsc_2_pat	1	1
chr7	3129734	nsc_3_mat	NA	0
chr7	3129734	nsc_3_pat	NA	0
chr7	3129763	nsc_1_mat	NA	0
chr7	3129763	nsc_1_pat	NA	0
chr7	3129763	nsc_2_mat	NA	0
chr7	3129763	nsc_2_pat	1	3
chr7	3129763	nsc_3_mat	NA	0
chr7	3129763	nsc_3_pat	1	1
chr7	3129771	nsc_1_mat	1	1
chr7	3129771	nsc_1_pat	NA	0
chr7	3129771	nsc_2_mat	1	1
chr7	3129771	nsc_2_pat	0.3333333333333333	3
chr7	3129771	nsc_3_mat	0.6	5
chr7	3129771	nsc_3_pat	0	1
chr7	3129816	nsc_1_mat	NA	0
chr7	3129816	nsc_1_pat	NA	0
chr7	3129816	nsc_2_mat	NA	0
chr7	3129816	nsc_2_pat	NA	0
chr7	3129816	nsc_3_mat	0	1
chr7	3129816	nsc_3_pat	NA	0
chr7	3129848	nsc_1_mat	NA	0
chr7	3129848	nsc_1_pat	NA	0
chr7	3129848	nsc_2_mat	NA	0
chr7	3129848	nsc_2_pat	1	2
chr7	3129848	nsc_3_mat	NA	0
chr7	3129848	nsc_3_pat	NA	0
chr7	3129849	nsc_1_mat	NA	0
chr7	3129849	nsc_1_pat	NA	0
chr7	3129849	nsc_2_mat	NA	0
chr7	3129849	nsc_2_pat	1	1
chr7	3129849	nsc_3_mat	NA	0
chr7	3129849	nsc_3_pat	NA	0
chr7	3129858	nsc_1_mat	0.5	2
chr7	3129858	nsc_1_pat	NA	0
chr7	3129858	nsc_2_mat	1	1
chr7	3129858	nsc_2_pat	1	3
chr7	3129858	nsc_3_mat	0.75	4
chr7	3129858	nsc_3_pat	1	1
chr7	3129892	nsc_1_mat	0.5	2
chr7	3129892	nsc_1_pat	NA	0
chr7	3129892	nsc_2_mat	1	1
chr7	3129892	nsc_2_pat	1	3
chr7	3129892	nsc_3_mat	0.3333333333333333	3
chr7	3129892	nsc_3_pat	NA	0
